API_NO,WELL_NAME,FIELD,OPERATOR,LATITUDE,LONGITUDE,COUNTY,STATE,FORMATION,STATUS,SPUD_DATE,FIRST_PROD_DATE,TVD_FT,MD_FT,LATERAL_LENGTH_FT,PERF_TOP_FT,PERF_BOTTOM_FT
42-475-41944,Owens 6H,Loving,Texas Energy LLC,31.62224,-103.088852,Ward,TX,Wolfcamp B,ACTIVE,2024-10-09,2024-11-27,12353,18997,6803,11899,12530
42-371-86362,Mitchell 10V,Pecos Valley,Texas Energy LLC,30.709594,-102.622154,Pecos,TX,Bone Spring,ACTIVE,2022-01-18,2022-04-11,13039,23605,10575,12823,13236
42-389-78808,James 5H,Grandfalls,Texas Energy LLC,31.185695,-103.519452,Reeves,TX,Wolfcamp B,ACTIVE,2025-05-13,2025-07-03,9662,15489,5416,9245,9820
42-371-42622,Richardson 6V,Red Hills,Texas Energy LLC,30.859884,-103.364946,Pecos,TX,Bone Spring,ACTIVE,2024-01-14,2024-03-06,11376,26000,14921,10981,11573
42-371-38178,Watson 8H,Pecos Valley,Texas Energy LLC,31.249168,-103.330059,Pecos,TX,Wolfcamp A,SHUT-IN,2025-05-09,2025-08-02,9942,15956,6369,9807,10062
42-389-51542,Jenkins 3V,Buena Vista,Texas Energy LLC,31.743938,-103.281657,Reeves,TX,Wolfcamp A,SHUT-IN,2025-04-26,2025-07-05,10011,18219,8053,9575,10171
42-389-42218,Resources 4V,Balmorhea,Texas Energy LLC,31.770541,-103.622641,Reeves,TX,Bone Spring,ACTIVE,2025-09-09,2025-10-31,13065,25777,12430,12759,13232
42-475-51300,Collins 11H,Pecos Valley,Texas Energy LLC,31.371714,-103.388242,Ward,TX,1st Bone Spring,ACTIVE,2024-03-19,2024-06-10,8684,20749,12291,8263,8855
42-475-61082,Bailey 6H,Balmorhea,Texas Energy LLC,31.334704,-103.020737,Ward,TX,Bone Spring,ACTIVE,2025-12-25,2026-03-03,11490,22839,11563,11160,11586
42-389-94350,Reynolds 2H,Fort Stockton,Texas Energy LLC,31.368164,-103.396707,Reeves,TX,1st Bone Spring,ACTIVE,2024-07-20,2024-09-14,11900,20664,9081,11484,12137
42-301-81102,Cox 5H,Loving,Texas Energy LLC,31.662669,-103.526929,Loving,TX,Wolfcamp A,ACTIVE,2024-06-18,2024-09-14,10031,19541,9814,9558,10086
42-389-50036,Scott 11H,Van Horn,Texas Energy LLC,31.608172,-103.341144,Reeves,TX,Wolfcamp C,SHUT-IN,2025-11-19,2026-02-13,11147,20980,10179,10822,11214
42-475-53174,Davis 11H,Loving,Texas Energy LLC,31.698373,-103.406668,Ward,TX,Wolfcamp B,ACTIVE,2022-01-17,2022-04-06,8868,17139,8433,8610,9025
42-109-42856,Jackson 11H,Delaware Basin,Texas Energy LLC,31.817934,-104.055756,Culberson,TX,2nd Bone Spring,ACTIVE,2025-05-08,2025-07-04,13085,23960,10551,12863,13362
42-475-53345,Alexander 7V,Kermit,Texas Energy LLC,31.219406,-103.156009,Ward,TX,Wolfcamp B,ACTIVE,2023-05-27,2023-07-25,10893,23841,12947,10471,11043
42-495-79982,Taylor 4V,Van Horn,Texas Energy LLC,31.984189,-103.412485,Winkler,TX,1st Bone Spring,ACTIVE,2023-04-19,2023-06-09,9736,16743,6846,9299,9926
42-475-30440,Ranch 10H,Mentone,Texas Energy LLC,31.458079,-103.214131,Ward,TX,Wolfcamp A,ACTIVE,2022-01-19,2022-03-10,11649,26221,14301,11170,11859
42-389-92808,White 10H,Delaware Basin,Texas Energy LLC,31.354154,-103.53477,Reeves,TX,Bone Spring,SHUT-IN,2023-04-27,2023-07-06,9618,24365,14628,9224,9733
42-301-32433,Harris 4H,Pecos Valley,Texas Energy LLC,31.834227,-103.530606,Loving,TX,Wolfcamp B,ACTIVE,2024-10-15,2024-12-24,8981,18199,9094,8689,9197
42-389-56626,Cattle Co 5H,Monahans,Texas Energy LLC,31.152435,-103.196644,Reeves,TX,2nd Bone Spring,ACTIVE,2023-10-07,2023-12-09,10051,21588,11853,9742,10303
42-389-73777,Stewart 12H,Fort Stockton,Texas Energy LLC,31.042458,-103.228587,Reeves,TX,Wolfcamp B,ACTIVE,2024-02-12,2024-04-22,9806,18258,8374,9613,10042
42-389-78522,Scott 4V,Red Hills,Texas Energy LLC,31.168488,-103.745231,Reeves,TX,Bone Spring,ACTIVE,2023-04-01,2023-05-29,10718,17424,7159,10553,10906
42-109-56946,Fisher 5H,Ward-Estes,Texas Energy LLC,31.4401,-104.343834,Culberson,TX,Delaware Mountain,ACTIVE,2022-11-21,2023-01-19,13143,21999,9134,12782,13199
42-475-64832,Cole 8V,Van Horn,Texas Energy LLC,31.251983,-103.109539,Ward,TX,1st Bone Spring,ACTIVE,2025-01-20,2025-03-12,13336,20040,6615,13188,13416
42-389-96445,Roberts 4H,Coyanosa,Texas Energy LLC,31.35505,-103.442275,Reeves,TX,Bone Spring,ACTIVE,2025-05-05,2025-06-20,11175,26426,14944,10891,11310
42-109-52473,Bell 11H,Orla,Texas Energy LLC,31.476358,-104.724204,Culberson,TX,1st Bone Spring,ACTIVE,2024-11-16,2025-01-04,11245,16657,5289,10846,11409
42-301-97763,Harrison 8H,Reeves County,Texas Energy LLC,31.834248,-103.558233,Loving,TX,2nd Bone Spring,ACTIVE,2022-03-27,2022-06-04,11204,23659,12206,10735,11416
42-389-86525,Powell 7H,Wink,Texas Energy LLC,31.020538,-103.275145,Reeves,TX,2nd Bone Spring,SHUT-IN,2022-12-27,2023-03-12,11887,21730,10265,11389,12130
42-475-59224,Ramirez 11V,Imperial,Texas Energy LLC,31.660966,-103.25156,Ward,TX,Wolfcamp A,ACTIVE,2023-05-22,2023-07-08,12504,20511,8449,12178,12720
42-389-59288,Cook 5H,Buena Vista,Texas Energy LLC,31.031193,-103.75878,Reeves,TX,Wolfcamp C,ACTIVE,2022-01-20,2022-04-01,11453,25258,13995,11014,11699
42-475-92446,Morris 11V,Loving,Texas Energy LLC,31.668605,-103.177605,Ward,TX,Wolfcamp B,ACTIVE,2024-06-21,2024-09-03,12425,19899,7509,12051,12700
42-475-98347,Bass 1H,Coyanosa,Texas Energy LLC,31.350815,-103.17833,Ward,TX,Delaware Mountain,SHUT-IN,2022-08-23,2022-11-04,9102,15254,6323,8691,9189
42-389-41081,Bennett 12H,Orla,Texas Energy LLC,31.784777,-103.273899,Reeves,TX,Delaware Mountain,ACTIVE,2023-09-01,2023-10-16,9419,21706,11797,8939,9696
42-109-64983,Cook 11H,Mentone,Texas Energy LLC,31.53887,-104.755939,Culberson,TX,Avalon Shale,ACTIVE,2022-12-24,2023-03-03,11617,17662,6528,11487,11896
42-109-99226,Washington 8V,Culberson County,Texas Energy LLC,31.647323,-104.134078,Culberson,TX,Wolfcamp B,ACTIVE,2023-02-15,2023-04-28,11581,17824,6161,11441,11663
42-475-48341,Nelson 2H,Ward-Estes,Texas Energy LLC,31.393299,-103.362451,Ward,TX,Brushy Canyon,ACTIVE,2023-10-25,2023-12-28,12121,23311,11502,11856,12335
42-389-69309,Turner 4H,Kermit,Texas Energy LLC,31.539637,-103.422841,Reeves,TX,Wolfcamp A,ACTIVE,2025-07-20,2025-09-19,8805,22068,13318,8308,9061
42-389-60725,Gibson 4H,Culberson County,Texas Energy LLC,31.777981,-103.739031,Reeves,TX,Wolfcamp B,ACTIVE,2022-05-12,2022-08-01,11928,23821,12366,11634,12131
42-389-77250,Woods 6H,Delaware Basin,Texas Energy LLC,31.44204,-103.667593,Reeves,TX,Wolfcamp B,ACTIVE,2024-01-07,2024-03-10,10003,18472,8121,9695,10093
42-495-42879,Thompson 3H,Mentone,Texas Energy LLC,31.857158,-103.254453,Winkler,TX,Wolfcamp C,ACTIVE,2024-03-19,2024-05-31,12438,23523,11547,12276,12554
42-109-81936,Powell 12H,Van Horn,Texas Energy LLC,31.450643,-104.438311,Culberson,TX,Wolfcamp B,ACTIVE,2025-03-25,2025-06-12,13307,23842,10152,13204,13605
42-475-33279,Wood 7H,Ward-Estes,Texas Energy LLC,31.332569,-103.424851,Ward,TX,Wolfcamp B,ACTIVE,2024-04-10,2024-05-30,9122,19589,10195,8781,9368
42-389-69599,Wood 2H,Kermit,Texas Energy LLC,31.159374,-103.530715,Reeves,TX,Wolfcamp B,SHUT-IN,2024-12-10,2025-01-25,11742,20747,9497,11353,12013
42-389-90149,Myers 10H,Coyanosa,Texas Energy LLC,31.162133,-103.615011,Reeves,TX,Wolfcamp B,ACTIVE,2025-09-09,2025-11-23,10829,24583,13736,10604,10976
42-109-92750,Bryant 4H,Monahans,Texas Energy LLC,31.674485,-104.153363,Culberson,TX,Bone Spring,ACTIVE,2023-09-19,2023-12-03,9912,23034,13340,9643,10208
42-475-40161,Sullivan 9H,Delaware Basin,Texas Energy LLC,31.335063,-103.234265,Ward,TX,Wolfcamp A,ACTIVE,2024-05-05,2024-07-03,10741,15502,5161,10448,11041
42-389-79250,Jordan 10H,Wink,Texas Energy LLC,31.163508,-103.773465,Reeves,TX,2nd Bone Spring,ACTIVE,2024-11-26,2025-01-12,12766,24726,11797,12519,13008
42-475-72268,Gibson 4H,Buena Vista,Texas Energy LLC,31.60219,-103.430412,Ward,TX,Wolfcamp A,ACTIVE,2024-02-10,2024-05-01,12277,25906,13942,11985,12527
42-301-88205,University 5H,Fort Stockton,Texas Energy LLC,31.687978,-103.931959,Loving,TX,Brushy Canyon,ACTIVE,2025-06-28,2025-09-17,10024,16136,6437,9621,10262
42-389-93771,Watson 3H,Reeves County,Texas Energy LLC,31.48546,-103.450604,Reeves,TX,Brushy Canyon,ACTIVE,2022-02-11,2022-05-12,12405,27159,14958,12233,12515
42-389-44599,Baker 12H,Orla,Texas Energy LLC,31.071312,-103.281593,Reeves,TX,Bone Spring,ACTIVE,2025-10-24,2025-12-08,11046,17163,6013,10672,11144
42-495-43792,Ranch 6H,Coyanosa,Texas Energy LLC,31.831139,-103.208815,Winkler,TX,Wolfcamp A,ACTIVE,2022-02-02,2022-04-15,9565,22086,12802,9237,9634
42-109-80630,Bryant 6H,Grandfalls,Texas Energy LLC,31.427675,-104.592143,Culberson,TX,Wolfcamp C,ACTIVE,2025-01-15,2025-04-05,13493,19210,5366,13147,13755
42-475-97138,Resources 12H,Kermit,Texas Energy LLC,31.493817,-103.27536,Ward,TX,2nd Bone Spring,ACTIVE,2023-02-27,2023-05-18,11339,21031,9811,10991,11602
42-389-44980,Clayton 12H,Monahans,Texas Energy LLC,31.066093,-103.138721,Reeves,TX,Wolfcamp A,ACTIVE,2023-07-01,2023-08-16,12628,17800,5535,12323,12767
42-475-81375,Woods 1H,Pecos Valley,Texas Energy LLC,31.465201,-103.02612,Ward,TX,2nd Bone Spring,ACTIVE,2025-08-12,2025-10-08,9906,16686,6882,9693,10161
42-389-40693,Barnes 10H,Balmorhea,Texas Energy LLC,31.217682,-103.336643,Reeves,TX,Wolfcamp C,SHUT-IN,2022-06-14,2022-08-05,10820,25535,14717,10451,11040
42-389-89183,King 2V,Culberson County,Texas Energy LLC,31.511203,-103.586748,Reeves,TX,Wolfcamp A,ACTIVE,2023-04-03,2023-06-11,10825,18936,8373,10576,11043
42-475-59820,Jenkins 7V,Imperial,Texas Energy LLC,31.476801,-103.079601,Ward,TX,1st Bone Spring,ACTIVE,2023-08-10,2023-09-29,11734,17316,5568,11342,12014
42-475-80393,Flores 12V,Red Hills,Texas Energy LLC,31.661545,-103.009009,Ward,TX,Wolfcamp A,ACTIVE,2024-02-07,2024-04-04,10160,22333,12436,10015,10449
42-475-61058,Edwards 12H,Coyanosa,Texas Energy LLC,31.509427,-103.131553,Ward,TX,Bone Spring,SHUT-IN,2023-01-05,2023-03-19,11535,16291,5208,11435,11639
42-475-97585,Parker 4H,Ward-Estes,Texas Energy LLC,31.44214,-103.395016,Ward,TX,2nd Bone Spring,ACTIVE,2024-05-28,2024-08-09,10847,24980,14010,10747,11096
42-301-71830,Barnes 10H,Red Hills,Texas Energy LLC,31.716579,-103.652521,Loving,TX,Wolfcamp B,SHUT-IN,2024-02-19,2024-04-16,13351,26974,13939,12902,13597
42-301-50219,Peterson 1H,Delaware Basin,Texas Energy LLC,31.903108,-103.549101,Loving,TX,Wolfcamp A,ACTIVE,2024-01-03,2024-03-11,10130,14770,5071,9805,10238
42-371-39979,King 1H,Loving,Texas Energy LLC,30.61782,-103.65582,Pecos,TX,Bone Spring,ACTIVE,2025-06-08,2025-08-19,11332,26224,14645,11035,11603
42-475-80667,Ford 10H,Van Horn,Texas Energy LLC,31.342073,-103.138133,Ward,TX,Wolfcamp B,SHUT-IN,2023-06-10,2023-09-04,11710,18931,7112,11248,12000
42-475-57028,Land Trust 5V,Mentone,Texas Energy LLC,31.397544,-103.151618,Ward,TX,Bone Spring,ACTIVE,2023-12-17,2024-02-22,11848,24385,12281,11428,12134
42-389-97959,Baker 10H,Wink,Texas Energy LLC,31.133908,-103.730195,Reeves,TX,Brushy Canyon,SHUT-IN,2025-08-04,2025-10-30,13042,18960,6072,12816,13185
42-495-70088,Powell 8H,Reeves County,Texas Energy LLC,31.844945,-103.10587,Winkler,TX,1st Bone Spring,ACTIVE,2023-12-04,2024-02-16,12460,20379,8083,12027,12752
42-389-85569,Johnson 4V,Fort Stockton,Texas Energy LLC,31.433363,-103.732619,Reeves,TX,1st Bone Spring,ACTIVE,2022-06-04,2022-08-03,10503,19987,9600,10373,10578
42-475-58954,Davis 10H,Kermit,Texas Energy LLC,31.690581,-103.484687,Ward,TX,Wolfcamp C,SHUT-IN,2025-04-12,2025-06-19,12635,22895,9853,12461,12903
42-495-86191,Gibson 9V,Ward-Estes,Texas Energy LLC,31.702647,-103.25079,Winkler,TX,3rd Bone Spring,SHUT-IN,2023-04-21,2023-06-13,12498,24592,11716,12300,12695
42-371-63361,Williams 5H,Loving,Texas Energy LLC,30.940442,-103.625371,Pecos,TX,Bone Spring,ACTIVE,2025-09-20,2025-11-25,11990,24359,12391,11669,12144
42-389-67606,Bryant 11H,Fort Stockton,Texas Energy LLC,31.168146,-103.249969,Reeves,TX,Wolfcamp C,SHUT-IN,2023-09-16,2023-11-10,9194,18870,9649,8755,9406
42-389-40865,Alexander 6V,Ward-Estes,Texas Energy LLC,31.261108,-103.468455,Reeves,TX,3rd Bone Spring,ACTIVE,2023-01-05,2023-03-01,10626,24376,14098,10398,10813
42-389-62947,Henderson 4V,Toyah,Texas Energy LLC,31.712797,-103.148336,Reeves,TX,Wolfcamp B,ACTIVE,2023-07-26,2023-10-19,10940,23026,11650,10770,11128
42-495-68944,Woods 3H,Wink,Texas Energy LLC,31.763908,-103.107048,Winkler,TX,Avalon Shale,ACTIVE,2023-01-17,2023-03-14,10413,21282,10518,10195,10470
42-371-63801,Resources 2H,Monahans,Texas Energy LLC,30.7558,-102.854766,Pecos,TX,Wolfcamp B,ACTIVE,2024-05-17,2024-07-30,8601,23262,14626,8101,8758
42-109-94861,Gray 7H,Grandfalls,Texas Energy LLC,31.784871,-104.146171,Culberson,TX,Wolfcamp A,ACTIVE,2025-09-11,2025-11-11,13351,21315,7727,12996,13572
42-389-89740,Fisher 11H,Ward-Estes,Texas Energy LLC,31.11794,-103.601625,Reeves,TX,Bone Spring,ACTIVE,2022-05-28,2022-08-26,13201,26183,12836,12991,13377
42-389-59968,Myers 9H,Coyanosa,Texas Energy LLC,31.52908,-103.15122,Reeves,TX,1st Bone Spring,ACTIVE,2023-07-13,2023-09-15,12740,22617,10131,12562,12797
42-389-41679,Woods 11H,Monahans,Texas Energy LLC,31.075329,-103.517511,Reeves,TX,3rd Bone Spring,ACTIVE,2023-06-06,2023-07-27,11049,21548,10818,10587,11209
42-389-88073,Cole 12H,Buena Vista,Texas Energy LLC,31.663987,-103.16196,Reeves,TX,2nd Bone Spring,ACTIVE,2023-12-07,2024-02-08,12176,20281,7906,12038,12273
42-371-35300,Reed 4H,Van Horn,Texas Energy LLC,30.661596,-103.438431,Pecos,TX,1st Bone Spring,ACTIVE,2024-02-15,2024-04-04,11341,19487,7670,11134,11614
42-371-91953,Gray 4H,Coyanosa,Texas Energy LLC,30.694398,-103.185135,Pecos,TX,Wolfcamp A,SHUT-IN,2025-07-15,2025-09-01,9306,15211,5993,8834,9442
42-389-53049,Long 10H,Delaware Basin,Texas Energy LLC,31.779352,-103.615717,Reeves,TX,1st Bone Spring,ACTIVE,2024-04-06,2024-06-15,13352,23328,9861,13041,13531
42-475-38378,Simmons 1H,Balmorhea,Texas Energy LLC,31.2551,-103.334382,Ward,TX,1st Bone Spring,ACTIVE,2023-11-10,2024-01-09,12070,22903,11103,11927,12346
42-495-66403,Richardson 8H,Pecos Valley,Texas Energy LLC,32.051773,-103.031514,Winkler,TX,3rd Bone Spring,ACTIVE,2022-12-22,2023-02-08,10463,19672,9144,10167,10592
42-389-83808,Jackson 12H,Red Hills,Texas Energy LLC,31.640562,-103.677695,Reeves,TX,Delaware Mountain,ACTIVE,2022-08-13,2022-11-10,10474,20748,9889,10317,10612
42-301-86440,Long 5H,Wink,Texas Energy LLC,31.840981,-103.588829,Loving,TX,Wolfcamp A,SHUT-IN,2024-05-15,2024-08-06,11990,19926,7730,11663,12129
42-389-82208,Bailey 6H,Van Horn,Texas Energy LLC,31.480282,-103.57066,Reeves,TX,Wolfcamp B,SHUT-IN,2025-03-27,2025-06-11,13112,23833,11206,12929,13233
42-389-53969,Stewart 7H,Orla,Texas Energy LLC,31.787516,-103.158795,Reeves,TX,2nd Bone Spring,ACTIVE,2022-09-26,2022-12-07,12418,25810,13859,12061,12556
42-389-90375,Jordan 2H,Coyanosa,Texas Energy LLC,31.276928,-103.607045,Reeves,TX,3rd Bone Spring,SHUT-IN,2022-04-07,2022-05-26,9326,23591,14731,8998,9529
42-389-46637,Owens 2H,Coyanosa,Texas Energy LLC,31.599821,-103.188578,Reeves,TX,Wolfcamp B,SHUT-IN,2022-05-23,2022-08-12,9131,22225,13128,8770,9273
42-389-63814,Hart 4H,Culberson County,Texas Energy LLC,31.706782,-103.269056,Reeves,TX,Wolfcamp A,SHUT-IN,2023-12-19,2024-03-17,10245,22470,11814,10144,10471
42-109-47351,Ward 7H,Buena Vista,Texas Energy LLC,31.660428,-104.376552,Culberson,TX,Wolfcamp A,ACTIVE,2024-02-11,2024-04-17,13345,28449,14973,13190,13579
42-389-87779,Taylor 2H,Coyanosa,Texas Energy LLC,31.026692,-103.544597,Reeves,TX,Wolfcamp B,ACTIVE,2023-03-26,2023-06-13,11497,25207,13697,11258,11759
42-475-73050,Evans 9H,Reeves County,Texas Energy LLC,31.247054,-103.315566,Ward,TX,1st Bone Spring,ACTIVE,2025-07-02,2025-09-29,10572,20204,9492,10443,10870
42-301-84797,Green 1H,Wink,Texas Energy LLC,31.698787,-103.552447,Loving,TX,Wolfcamp A,ACTIVE,2025-05-20,2025-07-10,12029,19815,8028,11678,12172
42-371-73506,Watson 7H,Monahans,Texas Energy LLC,30.718573,-102.760855,Pecos,TX,Delaware Mountain,SHUT-IN,2023-08-23,2023-11-07,11509,24789,13507,11367,11745
42-301-42181,Roberts 9H,Loving,Texas Energy LLC,31.715506,-103.541365,Loving,TX,Avalon Shale,ACTIVE,2022-10-17,2022-12-04,12453,21911,9527,11953,12695
42-301-92437,Brooks 8H,Kermit,Texas Energy LLC,31.613508,-103.616235,Loving,TX,Wolfcamp C,ACTIVE,2023-10-19,2023-12-29,9682,20574,11164,9328,9851
42-475-76969,Johnson 10H,Toyah,Texas Energy LLC,31.493724,-103.11269,Ward,TX,Bone Spring,ACTIVE,2023-10-25,2023-12-20,9984,15631,5483,9631,10220
42-389-48099,Butler 3V,Monahans,Texas Energy LLC,31.251921,-103.128998,Reeves,TX,Wolfcamp C,ACTIVE,2024-02-05,2024-05-03,8944,21137,11909,8780,9186
42-495-84635,Bryant 7H,Orla,Texas Energy LLC,31.837516,-103.34885,Winkler,TX,Wolfcamp C,ACTIVE,2025-03-14,2025-05-05,9224,19556,9841,9049,9339
42-475-79051,Morris 5H,Wink,Texas Energy LLC,31.480729,-103.203114,Ward,TX,Bone Spring,ACTIVE,2024-11-11,2025-01-12,10639,20226,9895,10463,10821
42-389-62096,Jackson 4H,Orla,Texas Energy LLC,31.32565,-103.111725,Reeves,TX,Wolfcamp B,ACTIVE,2023-02-21,2023-05-02,8626,15836,7360,8434,8730
42-371-86675,Rogers 1V,Pecos Valley,Texas Energy LLC,31.211518,-103.278094,Pecos,TX,3rd Bone Spring,ACTIVE,2024-07-05,2024-09-04,10325,25089,14574,9832,10458
42-475-62028,Anderson 10H,Culberson County,Texas Energy LLC,31.627769,-103.097145,Ward,TX,Wolfcamp A,ACTIVE,2025-04-07,2025-06-03,9676,24782,14891,9331,9780
42-109-72079,Resources 3H,Pecos Valley,Texas Energy LLC,31.615601,-104.402679,Culberson,TX,Wolfcamp C,ACTIVE,2022-05-06,2022-07-17,9796,14612,5244,9378,10067
42-475-61499,Barnes 8H,Loving,Texas Energy LLC,31.545305,-103.177049,Ward,TX,Wolfcamp A,SHUT-IN,2023-05-22,2023-08-12,11523,24342,12753,11152,11661
42-389-80895,Rivera 10H,Reeves County,Texas Energy LLC,31.080618,-103.745517,Reeves,TX,1st Bone Spring,ACTIVE,2025-12-02,2026-02-09,12268,26961,14384,11838,12387
42-475-54633,Gray 12H,Kermit,Texas Energy LLC,31.420858,-103.043284,Ward,TX,2nd Bone Spring,ACTIVE,2022-09-26,2022-11-20,9037,19360,10097,8678,9190
42-109-66469,Hayes 6H,Van Horn,Texas Energy LLC,31.526944,-104.072535,Culberson,TX,Wolfcamp C,ACTIVE,2023-08-11,2023-10-14,8873,16440,7223,8409,9114
42-475-94078,Scott 9H,Mentone,Texas Energy LLC,31.471498,-103.149635,Ward,TX,Wolfcamp B,ACTIVE,2023-02-24,2023-05-03,13237,22289,8872,12856,13484
42-389-59771,Nelson 9V,Balmorhea,Texas Energy LLC,31.141848,-103.410933,Reeves,TX,Delaware Mountain,ACTIVE,2025-07-24,2025-09-12,12642,23300,10508,12484,12918
42-389-94660,Woods 7H,Coyanosa,Texas Energy LLC,31.493225,-103.763367,Reeves,TX,Wolfcamp A,ACTIVE,2025-03-10,2025-05-28,11965,17422,5499,11860,12090
42-389-74265,Patterson 11H,Ward-Estes,Texas Energy LLC,31.676908,-103.373189,Reeves,TX,1st Bone Spring,ACTIVE,2025-01-23,2025-04-19,12115,18481,6501,11924,12225
42-389-52631,Resources 5V,Mentone,Texas Energy LLC,31.039085,-103.136731,Reeves,TX,3rd Bone Spring,ACTIVE,2023-10-03,2023-11-26,9532,20635,11593,9417,9583
42-109-49297,Johnson 8H,Imperial,Texas Energy LLC,31.637502,-104.714867,Culberson,TX,1st Bone Spring,ACTIVE,2022-08-04,2022-10-15,9846,16081,5937,9596,9936
42-389-31927,Woods 11H,Van Horn,Texas Energy LLC,31.003683,-103.461293,Reeves,TX,Delaware Mountain,ACTIVE,2024-12-10,2025-02-07,9653,23984,14297,9314,9808
42-389-50848,Edwards 4H,Buena Vista,Texas Energy LLC,31.092199,-103.162003,Reeves,TX,Wolfcamp A,ACTIVE,2023-08-02,2023-09-18,10294,19577,8811,10116,10588
42-495-50665,Johnson 6H,Orla,Texas Energy LLC,31.760364,-103.357081,Winkler,TX,Wolfcamp A,ACTIVE,2024-11-23,2025-02-13,11795,20551,8810,11570,11963
42-109-79114,Russell 1H,Ward-Estes,Texas Energy LLC,31.62948,-104.021199,Culberson,TX,Wolfcamp B,SHUT-IN,2022-02-20,2022-04-19,11064,24664,13368,10565,11303
42-389-30859,Hart 1H,Wink,Texas Energy LLC,31.765924,-103.628725,Reeves,TX,3rd Bone Spring,ACTIVE,2022-02-20,2022-04-20,11265,20748,9647,10798,11489
42-109-53323,Bennett 12V,Wink,Texas Energy LLC,31.856783,-104.452293,Culberson,TX,Bone Spring,ACTIVE,2022-05-02,2022-06-24,11206,17500,5912,10757,11475
42-389-97571,Price 10H,Pecos Valley,Texas Energy LLC,31.660582,-103.7752,Reeves,TX,Wolfcamp A,ACTIVE,2024-05-12,2024-07-02,8542,19682,10729,8073,8639
42-371-33767,Coleman 11H,Pecos Valley,Texas Energy LLC,30.910956,-103.116565,Pecos,TX,Wolfcamp B,ACTIVE,2022-07-19,2022-09-16,9186,24425,14887,8866,9297
42-475-42183,Wilson 7H,Red Hills,Texas Energy LLC,31.386311,-103.328639,Ward,TX,Brushy Canyon,ACTIVE,2025-12-28,2026-03-13,11954,19301,7732,11787,12182
42-389-68036,Kelly 4H,Fort Stockton,Texas Energy LLC,31.780903,-103.63516,Reeves,TX,Bone Spring,ACTIVE,2025-03-28,2025-06-01,11756,20462,8476,11460,11987
42-109-92294,Gibson 2H,Delaware Basin,Texas Energy LLC,31.781885,-104.676006,Culberson,TX,Wolfcamp A,ACTIVE,2024-11-02,2024-12-20,11412,19151,7521,11038,11664
42-475-30627,Hart 7H,Kermit,Texas Energy LLC,31.320845,-103.037312,Ward,TX,Wolfcamp B,ACTIVE,2022-11-05,2023-02-02,8539,18303,9913,8428,8757
42-389-46847,Mitchell 6V,Orla,Texas Energy LLC,31.258243,-103.788131,Reeves,TX,Wolfcamp C,ACTIVE,2025-09-01,2025-11-25,12057,22268,10306,11866,12190
42-301-67870,Peterson 5H,Monahans,Texas Energy LLC,31.635585,-103.59209,Loving,TX,Wolfcamp A,ACTIVE,2023-07-25,2023-10-06,11372,20663,8829,11239,11601
42-495-71405,James 11V,Buena Vista,Texas Energy LLC,31.863538,-103.446708,Winkler,TX,Wolfcamp B,ACTIVE,2025-10-12,2026-01-04,10757,22541,11511,10553,10912
42-389-50388,Peterson 2H,Monahans,Texas Energy LLC,31.767588,-103.320327,Reeves,TX,Wolfcamp B,ACTIVE,2023-02-21,2023-05-19,13436,19039,5456,13166,13674
42-389-81067,Land Trust 12H,Loving,Texas Energy LLC,31.193795,-103.172038,Reeves,TX,Delaware Mountain,ACTIVE,2022-09-02,2022-11-03,11750,24589,13057,11597,12011
42-371-86344,Wheeler 7V,Buena Vista,Texas Energy LLC,30.82337,-103.072197,Pecos,TX,1st Bone Spring,ACTIVE,2025-11-04,2026-01-17,11921,17578,5500,11595,12015
42-301-99090,Nelson 8H,Mentone,Texas Energy LLC,31.877566,-103.677081,Loving,TX,Wolfcamp C,ACTIVE,2025-07-26,2025-10-12,11960,18395,6848,11569,12156
42-389-72975,Jordan 8H,Wink,Texas Energy LLC,31.149281,-103.266951,Reeves,TX,Avalon Shale,ACTIVE,2023-07-19,2023-09-16,10320,20987,10625,9909,10570
42-371-57934,Coleman 6H,Coyanosa,Texas Energy LLC,31.275802,-103.180632,Pecos,TX,Wolfcamp B,ACTIVE,2022-04-18,2022-06-07,8807,21795,13180,8393,9105
42-109-37261,Butler 10H,Monahans,Texas Energy LLC,31.517782,-104.244215,Culberson,TX,Wolfcamp B,SHUT-IN,2023-12-13,2024-03-12,9414,22402,12825,9081,9524
42-389-98579,James 8H,Culberson County,Texas Energy LLC,31.379653,-103.748065,Reeves,TX,Wolfcamp B,SHUT-IN,2023-03-15,2023-06-09,11689,17123,5463,11416,11917
42-475-92050,Turner 4H,Culberson County,Texas Energy LLC,31.304653,-103.498665,Ward,TX,Avalon Shale,ACTIVE,2023-08-28,2023-10-12,11148,17839,6274,11022,11233
42-389-46178,Watson 6H,Orla,Texas Energy LLC,31.042555,-103.585925,Reeves,TX,Wolfcamp A,ACTIVE,2024-09-22,2024-12-11,9770,16409,6409,9532,9856
42-371-31861,Simmons 12H,Kermit,Texas Energy LLC,31.093143,-103.015032,Pecos,TX,1st Bone Spring,ACTIVE,2023-05-26,2023-08-23,10434,23063,12944,10064,10704
42-371-90687,Powell 3H,Delaware Basin,Texas Energy LLC,30.856257,-103.093713,Pecos,TX,Wolfcamp A,SHUT-IN,2024-09-19,2024-11-04,10449,15534,5325,10166,10704
