EVENT_ID,API_NO,WELL_NAME,FIELD,EVENT_DATE,EVENT_TYPE,EVENT_DESCRIPTION,DURATION_HOURS,COST_USD
EVT-005764,42-475-61499,Barnes 8H,Loving,2024-05-29,WORKOVER,"Casing collapse detected during pressure test, integrity compromised",336.1,1888843.62
EVT-005765,42-475-61499,Barnes 8H,Loving,2025-05-08,EQUIPMENT_CHANGE,"Christmas tree valve failure, emergency well control initiated",131.6,166616.73
EVT-005766,42-475-61499,Barnes 8H,Loving,2025-03-01,EQUIPMENT_CHANGE,"VSD drive failure causing ESP shutdown, replacement ordered",138.5,246367.55
EVT-005767,42-475-61499,Barnes 8H,Loving,2024-04-24,FAILURE,"VSD drive failure causing ESP shutdown, replacement ordered",49.2,685629.24
EVT-005768,42-475-61499,Barnes 8H,Loving,2024-08-31,EQUIPMENT_CHANGE,Gas lift valve failure causing complete loss of artificial lift,152.3,39405.93
EVT-005769,42-475-61499,Barnes 8H,Loving,2024-04-03,FAILURE,Electrical cable failure on ESP causing complete shutdown,241.2,64953.91
EVT-005770,42-475-61499,Barnes 8H,Loving,2026-05-27,FAILURE,Electrical cable failure on ESP causing complete shutdown,266.0,234382.23
EVT-005771,42-475-61499,Barnes 8H,Loving,2026-06-09,FAILURE,"Christmas tree valve failure, emergency well control initiated",310.6,203279.63
EVT-005772,42-389-80895,Rivera 10H,Reeves County,2026-02-24,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,24.6,3822.01
EVT-005773,42-389-80895,Rivera 10H,Reeves County,2026-02-26,INSPECTION,Annual safety valve inspection and function test completed,23.9,23089.13
EVT-005774,42-389-80895,Rivera 10H,Reeves County,2026-05-10,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,22.4,4592.38
EVT-005775,42-389-80895,Rivera 10H,Reeves County,2026-06-01,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,25.2,20120.08
EVT-005776,42-475-54633,Gray 12H,Kermit,2025-02-04,INSPECTION,"Scale buildup detected in tubing, chemical squeeze scheduled",14.9,21498.32
EVT-005777,42-475-54633,Gray 12H,Kermit,2023-07-31,CHEMICAL_TREATMENT,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",25.9,15873.58
EVT-005778,42-475-54633,Gray 12H,Kermit,2026-02-03,EQUIPMENT_CHANGE,"Sand production increasing, pump wear accelerating",56.5,252648.18
EVT-005779,42-475-54633,Gray 12H,Kermit,2023-10-01,MAINTENANCE,"Gas lift valve partially plugged, reduced injection efficiency",26.0,23300.89
EVT-005780,42-475-54633,Gray 12H,Kermit,2026-06-07,EQUIPMENT_CHANGE,"Increasing water cut trend noted, zone isolation evaluation in progress",149.7,278605.16
EVT-005781,42-109-66469,Hayes 6H,Van Horn,2025-02-11,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,17.1,6363.13
EVT-005782,42-109-66469,Hayes 6H,Van Horn,2026-02-27,INSPECTION,Scheduled wellhead maintenance and valve replacement,25.3,6189.53
EVT-005783,42-109-66469,Hayes 6H,Van Horn,2025-05-05,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,16.9,1637.1
EVT-005784,42-109-66469,Hayes 6H,Van Horn,2025-08-06,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,40.4,7039.26
EVT-005785,42-475-94078,Scott 9H,Mentone,2025-07-14,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,21.3,5977.78
EVT-005786,42-475-94078,Scott 9H,Mentone,2025-03-26,INSPECTION,Annual safety valve inspection and function test completed,18.7,8760.39
EVT-005787,42-475-94078,Scott 9H,Mentone,2026-04-14,MAINTENANCE,Annual safety valve inspection and function test completed,8.8,3129.59
EVT-005788,42-389-59771,Nelson 9V,Balmorhea,2026-02-10,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,2.6,3189.74
EVT-005789,42-389-94660,Woods 7H,Coyanosa,2025-09-01,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,21.5,20044.33
EVT-005790,42-389-74265,Patterson 11H,Ward-Estes,2025-08-13,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,16.1,2523.01
EVT-005791,42-389-52631,Resources 5V,Mentone,2024-12-05,MAINTENANCE,Annual safety valve inspection and function test completed,12.4,5432.53
EVT-005792,42-389-52631,Resources 5V,Mentone,2024-07-24,INSPECTION,Routine tubing pressure test and casing inspection,25.6,16770.2
EVT-005793,42-389-52631,Resources 5V,Mentone,2025-01-29,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,23.7,16328.15
EVT-005794,42-109-49297,Johnson 8H,Imperial,2024-08-20,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,14.5,5986.14
EVT-005795,42-109-49297,Johnson 8H,Imperial,2024-03-09,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,9.1,2569.55
EVT-005796,42-109-49297,Johnson 8H,Imperial,2025-02-08,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,5.8,12350.66
EVT-005797,42-109-49297,Johnson 8H,Imperial,2026-01-26,MAINTENANCE,Routine tubing pressure test and casing inspection,28.1,7824.37
EVT-005798,42-389-31927,Woods 11H,Van Horn,2026-01-24,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,40.0,3562.77
EVT-005799,42-389-50848,Edwards 4H,Buena Vista,2025-11-25,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,29.8,10854.66
EVT-005800,42-389-50848,Edwards 4H,Buena Vista,2023-10-14,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,21.8,16808.55
EVT-005801,42-495-50665,Johnson 6H,Orla,2026-05-09,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,36.4,6835.63
EVT-005802,42-495-50665,Johnson 6H,Orla,2026-03-21,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,35.4,22483.04
EVT-005803,42-495-50665,Johnson 6H,Orla,2025-06-14,INSPECTION,Annual safety valve inspection and function test completed,11.9,19246.11
EVT-005804,42-109-79114,Russell 1H,Ward-Estes,2024-12-14,INSPECTION,Scheduled wellhead maintenance and valve replacement,25.0,16280.33
EVT-005805,42-109-79114,Russell 1H,Ward-Estes,2023-09-06,INSPECTION,Routine tubing pressure test and casing inspection,5.1,6984.96
EVT-005806,42-109-79114,Russell 1H,Ward-Estes,2024-01-10,INSPECTION,Annual safety valve inspection and function test completed,18.8,6445.97
EVT-005807,42-389-30859,Hart 1H,Wink,2022-12-28,MAINTENANCE,Routine tubing pressure test and casing inspection,21.0,14719.24
EVT-005808,42-389-30859,Hart 1H,Wink,2024-07-14,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,23.9,8138.67
EVT-005809,42-109-53323,Bennett 12V,Wink,2023-03-24,INSPECTION,Scheduled wellhead maintenance and valve replacement,12.7,12341.62
EVT-005810,42-109-53323,Bennett 12V,Wink,2025-11-06,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,19.8,19059.71
EVT-005811,42-109-53323,Bennett 12V,Wink,2023-07-09,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,25.5,6351.08
EVT-005812,42-109-53323,Bennett 12V,Wink,2026-05-19,MAINTENANCE,Annual safety valve inspection and function test completed,28.3,13494.06
EVT-005813,42-389-97571,Price 10H,Pecos Valley,2025-06-17,MAINTENANCE,Routine tubing pressure test and casing inspection,4.4,17978.46
EVT-005814,42-371-33767,Coleman 11H,Pecos Valley,2026-05-27,MAINTENANCE,Annual safety valve inspection and function test completed,19.8,23643.24
EVT-005815,42-371-33767,Coleman 11H,Pecos Valley,2022-10-25,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,14.0,23519.04
EVT-005816,42-371-33767,Coleman 11H,Pecos Valley,2022-11-11,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,39.4,10733.2
EVT-005817,42-371-33767,Coleman 11H,Pecos Valley,2025-10-22,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,14.2,2679.4
EVT-005818,42-475-42183,Wilson 7H,Red Hills,2026-03-23,CHEMICAL_TREATMENT,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",10.5,1329.87
EVT-005819,42-475-42183,Wilson 7H,Red Hills,2026-06-12,EQUIPMENT_CHANGE,"Sand production increasing, pump wear accelerating",119.0,141642.19
EVT-005820,42-475-42183,Wilson 7H,Red Hills,2026-05-24,EQUIPMENT_CHANGE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",91.7,254414.96
EVT-005821,42-389-68036,Kelly 4H,Fort Stockton,2026-04-27,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,27.5,20464.57
EVT-005822,42-389-68036,Kelly 4H,Fort Stockton,2025-12-20,MAINTENANCE,Annual safety valve inspection and function test completed,29.7,12307.9
EVT-005823,42-109-92294,Gibson 2H,Delaware Basin,2025-03-27,CHEMICAL_TREATMENT,"Scale buildup detected in tubing, chemical squeeze scheduled",44.0,24091.57
EVT-005824,42-109-92294,Gibson 2H,Delaware Basin,2025-12-28,EQUIPMENT_CHANGE,"Elevated motor temperature detected, monitoring increased frequency",70.6,284920.86
EVT-005825,42-109-92294,Gibson 2H,Delaware Basin,2026-02-28,CHEMICAL_TREATMENT,"Increasing water cut trend noted, zone isolation evaluation in progress",38.2,20364.98
EVT-005826,42-109-92294,Gibson 2H,Delaware Basin,2025-07-09,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",69.7,235734.47
EVT-005827,42-109-92294,Gibson 2H,Delaware Basin,2025-04-23,INSPECTION,"Gas lift valve partially plugged, reduced injection efficiency",41.0,14659.99
EVT-005828,42-109-92294,Gibson 2H,Delaware Basin,2025-09-09,EQUIPMENT_CHANGE,"Sand production increasing, pump wear accelerating",38.8,79565.75
EVT-005829,42-109-92294,Gibson 2H,Delaware Basin,2026-06-21,EQUIPMENT_CHANGE,"Elevated motor temperature detected, monitoring increased frequency",162.6,252101.98
EVT-005830,42-475-30627,Hart 7H,Kermit,2023-05-11,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,44.3,19792.68
EVT-005831,42-475-30627,Hart 7H,Kermit,2025-07-21,INSPECTION,Scheduled wellhead maintenance and valve replacement,34.1,9595.02
EVT-005832,42-475-30627,Hart 7H,Kermit,2023-08-21,MAINTENANCE,Annual safety valve inspection and function test completed,13.5,18870.94
EVT-005833,42-389-46847,Mitchell 6V,Orla,2026-01-15,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,27.5,15138.41
EVT-005834,42-389-46847,Mitchell 6V,Orla,2025-12-13,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,47.3,11852.36
EVT-005835,42-389-46847,Mitchell 6V,Orla,2026-03-21,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,32.7,9753.94
EVT-005836,42-301-67870,Peterson 5H,Monahans,2025-07-01,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,33.3,16603.74
EVT-005837,42-301-67870,Peterson 5H,Monahans,2023-11-18,MAINTENANCE,Routine tubing pressure test and casing inspection,39.9,2854.85
EVT-005838,42-495-71405,James 11V,Buena Vista,2026-03-06,EQUIPMENT_CHANGE,"Sand production increasing, pump wear accelerating",16.5,102180.05
EVT-005839,42-495-71405,James 11V,Buena Vista,2026-03-25,INSPECTION,"Increasing water cut trend noted, zone isolation evaluation in progress",36.8,7651.31
EVT-005840,42-495-71405,James 11V,Buena Vista,2026-04-04,EQUIPMENT_CHANGE,"Paraffin accumulation restricting flow, hot oil treatment performed",26.1,50113.27
EVT-005841,42-495-71405,James 11V,Buena Vista,2026-05-18,INSPECTION,"Elevated motor temperature detected, monitoring increased frequency",12.1,18367.77
EVT-005842,42-495-71405,James 11V,Buena Vista,2026-03-27,EQUIPMENT_CHANGE,"Paraffin accumulation restricting flow, hot oil treatment performed",84.6,211076.81
EVT-005843,42-495-71405,James 11V,Buena Vista,2026-04-04,MAINTENANCE,"Scale buildup detected in tubing, chemical squeeze scheduled",15.1,12593.84
EVT-005844,42-495-71405,James 11V,Buena Vista,2026-06-22,FAILURE,"Sand production increasing, pump wear accelerating",162.2,666822.81
EVT-005845,42-389-50388,Peterson 2H,Monahans,2023-08-24,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,38.4,20675.82
EVT-005846,42-389-50388,Peterson 2H,Monahans,2024-06-04,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,12.3,7720.23
EVT-005847,42-389-50388,Peterson 2H,Monahans,2024-09-23,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,4.5,5971.94
EVT-005848,42-389-81067,Land Trust 12H,Loving,2024-05-07,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,38.6,23968.3
EVT-005849,42-389-81067,Land Trust 12H,Loving,2026-01-20,MAINTENANCE,Routine tubing pressure test and casing inspection,41.0,2711.31
EVT-005850,42-371-86344,Wheeler 7V,Buena Vista,2026-04-26,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,29.1,12009.66
EVT-005851,42-371-86344,Wheeler 7V,Buena Vista,2026-04-05,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,14.0,8614.27
EVT-005852,42-301-99090,Nelson 8H,Mentone,2026-06-10,INSPECTION,Annual safety valve inspection and function test completed,18.0,22157.56
EVT-005853,42-301-99090,Nelson 8H,Mentone,2026-02-02,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,35.6,18067.2
EVT-005854,42-389-72975,Jordan 8H,Wink,2024-12-29,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,38.6,1489.97
EVT-005855,42-389-72975,Jordan 8H,Wink,2024-05-20,INSPECTION,Routine tubing pressure test and casing inspection,2.8,2718.12
EVT-005856,42-371-57934,Coleman 6H,Coyanosa,2025-07-18,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,16.8,22075.21
EVT-005857,42-371-57934,Coleman 6H,Coyanosa,2023-09-08,MAINTENANCE,Annual safety valve inspection and function test completed,6.6,8907.85
EVT-005858,42-109-37261,Butler 10H,Monahans,2025-01-25,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,33.1,4511.72
EVT-005859,42-109-37261,Butler 10H,Monahans,2025-09-06,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,5.7,18827.33
EVT-005860,42-109-37261,Butler 10H,Monahans,2025-03-01,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,21.5,5221.04
EVT-005861,42-389-98579,James 8H,Culberson County,2023-06-15,MAINTENANCE,Annual safety valve inspection and function test completed,41.8,10086.66
EVT-005862,42-389-98579,James 8H,Culberson County,2024-07-28,MAINTENANCE,Annual safety valve inspection and function test completed,33.0,23634.84
EVT-005863,42-389-98579,James 8H,Culberson County,2025-08-01,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,44.4,21099.29
EVT-005864,42-389-98579,James 8H,Culberson County,2026-01-14,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,12.4,12818.43
EVT-005865,42-475-92050,Turner 4H,Culberson County,2024-03-29,MAINTENANCE,Routine tubing pressure test and casing inspection,30.1,574.56
EVT-005866,42-389-46178,Watson 6H,Orla,2025-04-26,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,14.8,16056.62
EVT-005867,42-389-46178,Watson 6H,Orla,2025-07-08,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,8.2,22813.97
EVT-005868,42-389-46178,Watson 6H,Orla,2026-02-03,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,16.1,4355.44
EVT-005869,42-389-46178,Watson 6H,Orla,2025-07-27,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,21.2,10053.31
EVT-005870,42-371-31861,Simmons 12H,Kermit,2023-12-14,EQUIPMENT_CHANGE,"Increasing water cut trend noted, zone isolation evaluation in progress",105.3,188603.0
EVT-005871,42-371-31861,Simmons 12H,Kermit,2024-08-04,MAINTENANCE,"Elevated motor temperature detected, monitoring increased frequency",36.0,18812.59
EVT-005872,42-371-31861,Simmons 12H,Kermit,2025-05-30,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",94.4,199582.77
EVT-005873,42-371-31861,Simmons 12H,Kermit,2026-02-14,INSPECTION,"Sand production increasing, pump wear accelerating",4.8,14228.58
EVT-005874,42-371-31861,Simmons 12H,Kermit,2023-09-14,EQUIPMENT_CHANGE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",165.7,29422.68
EVT-005875,42-371-31861,Simmons 12H,Kermit,2026-06-14,EQUIPMENT_CHANGE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",41.3,21360.59
EVT-005876,42-371-90687,Powell 3H,Delaware Basin,2024-12-07,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,23.2,3611.88
EVT-005877,42-371-90687,Powell 3H,Delaware Basin,2025-09-29,INSPECTION,Annual safety valve inspection and function test completed,44.6,10557.59
EVT-005878,42-371-90687,Powell 3H,Delaware Basin,2025-02-14,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,26.5,21196.61
EVT-005879,42-475-89616,Cole 7H,Kermit,2026-01-26,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,41.7,10796.48
EVT-005880,42-475-89616,Cole 7H,Kermit,2024-10-31,MAINTENANCE,Routine tubing pressure test and casing inspection,46.7,3996.34
EVT-005881,42-475-89616,Cole 7H,Kermit,2024-01-11,INSPECTION,Routine tubing pressure test and casing inspection,20.4,9711.19
EVT-005882,42-475-89616,Cole 7H,Kermit,2026-01-07,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,6.0,4287.11
EVT-005883,42-301-63584,Mitchell 6H,Kermit,2024-07-12,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,38.1,2972.85
EVT-005884,42-301-63584,Mitchell 6H,Kermit,2025-10-25,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,32.7,4424.88
EVT-005885,42-389-84002,Reed 2H,Monahans,2023-12-17,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,18.9,24449.68
EVT-005886,42-389-84002,Reed 2H,Monahans,2023-10-27,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,42.5,14377.35
EVT-005887,42-389-84002,Reed 2H,Monahans,2026-04-06,INSPECTION,Routine tubing pressure test and casing inspection,47.9,17458.29
EVT-005888,42-475-79033,Morgan 3H,Buena Vista,2026-01-17,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,28.6,17827.51
EVT-005889,42-475-79033,Morgan 3H,Buena Vista,2024-10-28,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,41.2,12261.16
EVT-005890,42-389-73649,King 12V,Loving,2025-10-23,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,24.2,5476.06
EVT-005891,42-389-73649,King 12V,Loving,2024-10-18,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,8.3,21253.77
EVT-005892,42-389-73649,King 12V,Loving,2024-03-25,MAINTENANCE,Annual safety valve inspection and function test completed,20.1,1006.82
EVT-005893,42-301-72317,Gibson 4H,Pecos Valley,2025-11-10,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,21.7,8603.65
EVT-005894,42-301-72317,Gibson 4H,Pecos Valley,2026-01-15,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,30.3,1398.04
EVT-005895,42-389-92344,Flores 9H,Fort Stockton,2025-05-30,MAINTENANCE,Annual safety valve inspection and function test completed,9.5,17787.2
EVT-005896,42-389-92344,Flores 9H,Fort Stockton,2025-06-29,MAINTENANCE,Annual safety valve inspection and function test completed,28.5,12836.38
EVT-005897,42-389-92344,Flores 9H,Fort Stockton,2024-07-15,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,6.1,6571.27
EVT-005898,42-475-74453,West 11H,Ward-Estes,2026-03-24,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,4.5,17557.79
EVT-005899,42-495-76658,Davis 7H,Mentone,2026-05-14,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,9.1,12530.37
EVT-005900,42-495-76658,Davis 7H,Mentone,2025-11-06,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,38.3,20838.19
EVT-005901,42-495-76658,Davis 7H,Mentone,2026-02-28,INSPECTION,Annual safety valve inspection and function test completed,27.6,18332.24
EVT-005902,42-495-76658,Davis 7H,Mentone,2025-11-30,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,40.8,15856.61
EVT-005903,42-371-76698,Cattle Co 3H,Red Hills,2023-01-06,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,23.7,11616.4
EVT-005904,42-371-76698,Cattle Co 3H,Red Hills,2023-12-23,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,20.5,8921.77
EVT-005905,42-371-76698,Cattle Co 3H,Red Hills,2025-10-21,INSPECTION,Annual safety valve inspection and function test completed,44.2,16580.5
EVT-005906,42-371-95691,Taylor 4H,Buena Vista,2024-11-02,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,29.8,21821.22
EVT-005907,42-371-95691,Taylor 4H,Buena Vista,2023-06-18,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,44.7,24377.3
EVT-005908,42-371-95691,Taylor 4H,Buena Vista,2022-10-12,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,27.1,17671.26
EVT-005909,42-371-95691,Taylor 4H,Buena Vista,2023-08-05,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,21.8,16198.57
EVT-005910,42-389-72026,Wood 3H,Pecos Valley,2026-01-21,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,41.9,24573.09
EVT-005911,42-389-72026,Wood 3H,Pecos Valley,2025-10-26,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,46.2,9402.12
EVT-005912,42-389-72026,Wood 3H,Pecos Valley,2026-01-19,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,23.5,3091.17
EVT-005913,42-389-72026,Wood 3H,Pecos Valley,2024-11-05,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,37.8,14112.1
EVT-005914,42-109-72733,Nelson 10V,Buena Vista,2025-11-05,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,33.9,20893.23
EVT-005915,42-109-72733,Nelson 10V,Buena Vista,2025-09-07,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,24.3,4438.43
EVT-005916,42-109-59215,Rivera 8H,Pecos Valley,2025-06-05,EQUIPMENT_CHANGE,Emulsion issues at separator requiring increased demulsifier dosage,167.6,242582.6
EVT-005917,42-109-59215,Rivera 8H,Pecos Valley,2024-01-23,CHEMICAL_TREATMENT,"Elevated motor temperature detected, monitoring increased frequency",32.7,17048.54
EVT-005918,42-109-59215,Rivera 8H,Pecos Valley,2023-11-07,MAINTENANCE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",24.5,6974.93
EVT-005919,42-109-59215,Rivera 8H,Pecos Valley,2025-05-10,EQUIPMENT_CHANGE,"Sand production increasing, pump wear accelerating",33.3,151159.67
EVT-005920,42-109-59215,Rivera 8H,Pecos Valley,2026-05-13,EQUIPMENT_CHANGE,"Paraffin accumulation restricting flow, hot oil treatment performed",84.4,240045.77
EVT-005921,42-389-80296,Howard 4H,Kermit,2026-01-15,INSPECTION,Scheduled wellhead maintenance and valve replacement,32.1,10477.62
EVT-005922,42-389-80296,Howard 4H,Kermit,2026-06-03,INSPECTION,Annual safety valve inspection and function test completed,35.1,18446.49
EVT-005923,42-389-80296,Howard 4H,Kermit,2026-02-05,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,2.6,12884.72
EVT-005924,42-389-80296,Howard 4H,Kermit,2026-04-05,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,44.9,23858.62
EVT-005925,42-389-30973,Ross 1H,Monahans,2025-12-05,INSPECTION,Routine tubing pressure test and casing inspection,23.9,4900.44
EVT-005926,42-389-30973,Ross 1H,Monahans,2024-09-09,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,41.8,7696.54
EVT-005927,42-389-79921,Adams 5H,Red Hills,2025-02-11,MAINTENANCE,"Paraffin accumulation restricting flow, hot oil treatment performed",11.8,7190.39
EVT-005928,42-389-79921,Adams 5H,Red Hills,2024-05-26,EQUIPMENT_CHANGE,Emulsion issues at separator requiring increased demulsifier dosage,80.0,37966.23
EVT-005929,42-389-79921,Adams 5H,Red Hills,2026-03-23,MAINTENANCE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",4.4,23341.81
EVT-005930,42-389-79921,Adams 5H,Red Hills,2026-04-24,FAILURE,"Gas lift valve partially plugged, reduced injection efficiency",279.7,330817.07
EVT-005931,42-371-45386,Resources 12V,Culberson County,2025-07-31,FAILURE,"Christmas tree valve failure, emergency well control initiated",303.2,381761.14
EVT-005932,42-371-45386,Resources 12V,Culberson County,2025-08-20,FAILURE,"Downhole pump seized due to severe sand production, pulling unit dispatched",203.3,700567.11
EVT-005933,42-371-45386,Resources 12V,Culberson County,2025-11-01,FAILURE,"Severe corrosion-induced tubing failure, well flowing up annulus",130.0,740356.51
EVT-005934,42-371-45386,Resources 12V,Culberson County,2025-10-21,WORKOVER,"Rod parting at depth, well dead, workover rig scheduled",52.4,1398966.75
EVT-005935,42-371-45386,Resources 12V,Culberson County,2025-10-09,FAILURE,"Downhole pump seized due to severe sand production, pulling unit dispatched",326.6,217317.04
EVT-005936,42-371-45386,Resources 12V,Culberson County,2025-06-22,WORKOVER,"Christmas tree valve failure, emergency well control initiated",345.8,307905.02
EVT-005937,42-371-45386,Resources 12V,Culberson County,2026-06-29,FAILURE,Gas lift valve failure causing complete loss of artificial lift,345.6,253185.07
EVT-005938,42-371-45386,Resources 12V,Culberson County,2026-07-04,FAILURE,"Hole in tubing at 6500ft, severe production loss and gas migration",360.4,688281.76
EVT-005939,42-371-65173,James 5H,Ward-Estes,2025-02-14,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,33.9,21367.92
EVT-005940,42-371-65173,James 5H,Ward-Estes,2025-08-29,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,42.1,6788.67
EVT-005941,42-475-96255,King 6V,Balmorhea,2025-12-25,WORKOVER,"Rod parting at depth, well dead, workover rig scheduled",230.5,1657831.72
EVT-005942,42-475-96255,King 6V,Balmorhea,2025-09-04,FAILURE,"Downhole pump seized due to severe sand production, pulling unit dispatched",334.5,501362.76
EVT-005943,42-475-96255,King 6V,Balmorhea,2025-08-03,WORKOVER,"Tubing leak detected at depth, production ceased for workover",81.4,315782.53
EVT-005944,42-475-96255,King 6V,Balmorhea,2025-08-01,EQUIPMENT_CHANGE,"Christmas tree valve failure, emergency well control initiated",150.2,157129.37
EVT-005945,42-475-96255,King 6V,Balmorhea,2025-05-07,FAILURE,"Downhole pump seized due to severe sand production, pulling unit dispatched",418.9,580868.44
EVT-005946,42-475-96255,King 6V,Balmorhea,2026-02-23,EQUIPMENT_CHANGE,"Downhole pump seized due to severe sand production, pulling unit dispatched",121.2,238611.87
